HUB,Numero_Tarefa,Nome_Tarefa,Status,Data,Ultima_Chamada
AbasteceBem,undefined,undefined,Parada,18/01/2022 20:49:23,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 20:49:23,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 20:49:23,undefined
AbasteceBem,undefined,undefined,Atrasada,18/01/2022 20:49:23,undefined
AbasteceBem,undefined,undefined,Atrasada,18/01/2022 20:49:23,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 20:49:23,undefined
AbasteceBem,undefined,undefined,Atrasada,18/01/2022 20:49:23,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 20:49:23,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 20:49:23,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 20:49:23,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 20:49:23,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 20:49:23,undefined
AbasteceBem,undefined,undefined,Atrasada,18/01/2022 20:49:23,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 20:49:23,undefined
AbasteceBem,undefined,undefined,Atrasada,18/01/2022 20:49:23,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 20:49:23,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 20:49:23,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 20:49:23,undefined
AbasteceBem,undefined,undefined,Atrasada,18/01/2022 20:49:23,undefined
AbasteceBem,undefined,undefined,Atrasada,18/01/2022 20:49:23,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 20:49:23,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 20:49:23,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 20:49:23,undefined
AbasteceBem,undefined,undefined,Atrasada,18/01/2022 20:49:23,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 20:49:23,undefined
AbasteceBem,undefined,undefined,Atrasada,18/01/2022 20:49:23,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 20:49:23,undefined
AbasteceBem,undefined,undefined,Atrasada,18/01/2022 20:49:23,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 20:49:23,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 20:49:23,undefined
AbasteceBem,undefined,undefined,Normalizada,18/01/2022 20:50:47,undefined
AbasteceBem,undefined,undefined,Normalizada,18/01/2022 20:50:47,undefined
AbasteceBem,undefined,undefined,Normalizada,18/01/2022 20:50:47,undefined
AbasteceBem,undefined,undefined,Normalizada,18/01/2022 20:50:47,undefined
AbasteceBem,undefined,undefined,Normalizada,18/01/2022 20:50:47,undefined
AbasteceBem,undefined,undefined,Normalizada,18/01/2022 20:50:47,undefined
AbasteceBem,undefined,undefined,Normalizada,18/01/2022 20:50:47,undefined
AbasteceBem,undefined,undefined,Normalizada,18/01/2022 20:50:47,undefined
AbasteceBem,undefined,undefined,Normalizada,18/01/2022 20:50:47,undefined
AbasteceBem,undefined,undefined,Normalizada,18/01/2022 20:50:47,undefined
AbasteceBem,undefined,undefined,Normalizada,18/01/2022 20:51:47,undefined
AbasteceBem,undefined,undefined,Normalizada,18/01/2022 20:51:47,undefined
AbasteceBem,undefined,undefined,Normalizada,18/01/2022 20:51:47,undefined
AbasteceBem,undefined,undefined,Normalizada,18/01/2022 20:51:47,undefined
AbasteceBem,undefined,undefined,Normalizada,18/01/2022 20:51:47,undefined
AbasteceBem,undefined,undefined,Normalizada,18/01/2022 20:51:47,undefined
AbasteceBem,undefined,undefined,Normalizada,18/01/2022 20:51:47,undefined
AbasteceBem,undefined,undefined,Normalizada,18/01/2022 20:51:47,undefined
AbasteceBem,undefined,undefined,Normalizada,18/01/2022 20:51:47,undefined
AbasteceBem,undefined,undefined,Normalizada,18/01/2022 20:51:47,undefined
AbasteceBem,undefined,undefined,Normalizada,18/01/2022 20:51:47,undefined
AbasteceBem,undefined,undefined,Normalizada,18/01/2022 20:51:47,undefined
AbasteceBem,undefined,undefined,Normalizada,18/01/2022 20:51:47,undefined
AbasteceBem,undefined,undefined,Normalizada,18/01/2022 20:51:47,undefined
AbasteceBem,undefined,undefined,Normalizada,18/01/2022 20:51:47,undefined
AbasteceBem,undefined,undefined,Normalizada,18/01/2022 20:51:47,undefined
AbasteceBem,undefined,undefined,Normalizada,18/01/2022 20:51:47,undefined
AbasteceBem,undefined,undefined,Normalizada,18/01/2022 20:51:47,undefined
AbasteceBem,undefined,undefined,Normalizada,18/01/2022 20:51:47,undefined
AbasteceBem,undefined,undefined,Normalizada,18/01/2022 20:51:47,undefined
AbasteceBem,undefined,undefined,Normalizada,18/01/2022 20:52:48,undefined
AbasteceBem,undefined,undefined,Normalizada,18/01/2022 20:52:48,undefined
AbasteceBem,undefined,undefined,Normalizada,18/01/2022 20:52:48,undefined
AbasteceBem,undefined,undefined,Normalizada,18/01/2022 20:52:48,undefined
AbasteceBem,undefined,undefined,Normalizada,18/01/2022 20:52:48,undefined
AbasteceBem,undefined,undefined,Normalizada,18/01/2022 20:53:47,undefined
AbasteceBem,undefined,undefined,Normalizada,18/01/2022 20:53:47,undefined
AbasteceBem,undefined,undefined,Normalizada,18/01/2022 20:53:47,undefined
Food,undefined,undefined,Normalizada,18/01/2022 20:55:48,undefined
Middleware,undefined,undefined,Atrasada,18/01/2022 20:57:46,undefined
Middleware,undefined,undefined,Normalizada,18/01/2022 20:58:48,undefined
AbasteceBem,undefined,undefined,Parada,18/01/2022 21:03:46,undefined
Middleware,undefined,undefined,Atrasada,18/01/2022 21:08:47,undefined
Middleware,undefined,undefined,Atrasada,18/01/2022 21:10:47,undefined
Middleware,undefined,undefined,Normalizada,18/01/2022 21:10:47,undefined
Middleware,undefined,undefined,Normalizada,18/01/2022 21:12:47,undefined
Vila Nova,undefined,undefined,Normalizada,18/01/2022 21:12:47,undefined
Vila Nova,undefined,undefined,Normalizada,18/01/2022 21:13:47,undefined
Unilever,undefined,undefined,Normalizada,18/01/2022 21:15:48,undefined
Middleware,undefined,undefined,Atrasada,18/01/2022 21:16:48,undefined
Middleware,undefined,undefined,Atrasada,18/01/2022 21:21:47,undefined
Unilever,undefined,undefined,Parada,19/01/2022 21:33:47,undefined
Unilever,undefined,undefined,Atrasada,19/01/2022 21:33:47,undefined
Unilever,undefined,undefined,Parada,19/01/2022 21:33:47,undefined
Middleware,undefined,undefined,Normalizada,19/01/2022 21:33:47,undefined
Vila Nova,undefined,undefined,Hub com erro,19/01/2022 21:33:47,undefined
Coty - Loja do Varejo,undefined,undefined,Parada,19/01/2022 21:33:47,undefined
Coty - Loja do Varejo,undefined,undefined,Parada,19/01/2022 21:33:47,undefined
AbasteceBem,undefined,undefined,Parada,19/01/2022 21:33:47,undefined
AbasteceBem,undefined,undefined,Parada,19/01/2022 21:33:47,undefined
AbasteceBem,undefined,undefined,Parada,19/01/2022 21:33:47,undefined
Middleware,undefined,undefined,Atrasada,19/01/2022 21:36:48,undefined
Middleware,undefined,undefined,Atrasada,19/01/2022 21:36:48,undefined
Middleware,undefined,undefined,Normalizada,19/01/2022 21:37:47,undefined
Middleware,undefined,undefined,Atrasada,19/01/2022 21:40:47,undefined
Middleware,undefined,undefined,Normalizada,19/01/2022 21:43:47,undefined
Middleware,undefined,undefined,Atrasada,19/01/2022 21:47:47,undefined
Coty - Loja do Varejo,undefined,undefined,Parada,19/01/2022 21:50:47,undefined
Unilever,undefined,undefined,Normalizada,19/01/2022 21:52:47,undefined
Middleware,undefined,undefined,Normalizada,19/01/2022 21:52:47,undefined
Coty - Loja do Varejo,undefined,undefined,Parada,19/01/2022 21:52:47,undefined
Middleware,undefined,undefined,Atrasada,19/01/2022 21:53:47,undefined
Middleware,undefined,undefined,Normalizada,19/01/2022 21:56:47,undefined
Middleware,undefined,undefined,Normalizada,19/01/2022 22:01:47,undefined
Middleware,undefined,undefined,Atrasada,19/01/2022 22:03:47,undefined
Middleware,undefined,undefined,Atrasada,19/01/2022 22:07:47,undefined
Middleware,undefined,undefined,Atrasada,19/01/2022 22:11:48,undefined
Middleware,undefined,undefined,Normalizada,19/01/2022 22:12:47,undefined
Middleware,undefined,undefined,Normalizada,19/01/2022 22:20:48,undefined
Middleware,undefined,undefined,Atrasada,19/01/2022 22:22:48,undefined
Middleware,undefined,undefined,Normalizada,19/01/2022 22:22:48,undefined
Middleware,undefined,undefined,Normalizada,19/01/2022 22:28:47,undefined
Middleware,undefined,undefined,Atrasada,19/01/2022 22:30:47,undefined
Middleware,undefined,undefined,Atrasada,19/01/2022 22:32:47,undefined
Middleware,undefined,undefined,Normalizada,19/01/2022 22:34:47,undefined
Middleware,undefined,undefined,Atrasada,19/01/2022 22:38:47,undefined
Middleware,undefined,undefined,Normalizada,19/01/2022 22:38:47,undefined
Unilever,undefined,undefined,Normalizada,19/01/2022 22:39:47,undefined
Unilever,undefined,undefined,Normalizada,19/01/2022 22:39:47,undefined
Middleware,undefined,undefined,Normalizada,19/01/2022 22:43:47,undefined
Coty - Loja do Varejo,undefined,undefined,Normalizada,19/01/2022 22:44:47,undefined
Coty - Loja do Varejo,undefined,undefined,Normalizada,19/01/2022 22:44:47,undefined
Middleware,undefined,undefined,Atrasada,19/01/2022 22:49:47,undefined
Middleware,undefined,undefined,Normalizada,19/01/2022 22:51:47,undefined
Unilever,undefined,undefined,Parada,19/01/2022 22:53:47,undefined
Middleware,undefined,undefined,Normalizada,19/01/2022 22:56:47,undefined
Middleware,undefined,undefined,Atrasada,19/01/2022 23:01:48,undefined
Middleware,undefined,undefined,Atrasada,19/01/2022 23:07:47,undefined
Middleware,undefined,undefined,Normalizada,19/01/2022 23:13:47,undefined
Unilever,undefined,undefined,Parada,19/01/2022 23:19:46,undefined
